item_id,prompt_id,mean_word,word_var,mean_sent,sent_var,ess_char_len,word_count,prep_comma,unique_word,clause_per_s,mean_clause_l,max_clause_in_s,spelling_err,sent_ave_depth,ave_leaf_depth,automated_readability,linsear_write,stop_prop,positive_sentence_prop,negative_sentence_prop,neutral_sentence_prop,overall_positivity_score,overall_negativity_score,",",.,VB,JJR,WP,PRP$,VBN,VBG,IN,CC,JJS,PRP,MD,WRB,RB,VBD,RBR,VBZ,NNP,POS,WDT,DT,CD,NN,TO,JJ,VBP,RP,NNS,score
11,1,4.901234567901234,5.632220698064321,14.727272727272727,43.01652892561984,1588,324,42,167,0.2727272727272727,5.833333333333333,3,28,4.545454545454546,2.3945945945945946,10.1,12.0,0.5679012345679012,0.22727272727272727,0.5454545454545454,0.22727272727272727,0,0.10930909090909093,0.034666666666666665,0.058666666666666666,0.050666666666666665,0.0026666666666666666,0.008,0.016,0.021333333333333333,0.02666666666666667,0.07733333333333334,0.02666666666666667,0.0026666666666666666,0.048,0.021333333333333333,0.0026666666666666666,0.05333333333333334,0.008,0.005333333333333333,0.024,0.04,0.0026666666666666666,0.005333333333333333,0.07466666666666667,0.0026666666666666666,0.12533333333333332,0.037333333333333336,0.07733333333333334,0.058666666666666666,0.0026666666666666666,0.07733333333333334,8.0
12,1,4.464285714285714,4.672193877551025,15.68,33.8976,1750,392,44,91,0.24,5.166666666666667,1,47,4.2,2.1678486997635935,8.2,12.4,0.5076530612244898,0.44,0.4,0.16,0,0.00624400000000001,0.0,0.057736720554272515,0.046189376443418015,0.006928406466512702,0.0,0.0023094688221709007,0.004618937644341801,0.025404157043879907,0.10161662817551963,0.03002309468822171,0.004618937644341801,0.046189376443418015,0.018475750577367205,0.018475750577367205,0.07390300230946882,0.004618937644341801,0.0,0.03464203233256351,0.04387990762124711,0.0,0.0,0.10392609699769054,0.0,0.13163972286374134,0.011547344110854504,0.06928406466512702,0.07852193995381063,0.006928406466512702,0.06697459584295612,8.0
13,1,3.906862745098039,3.3981881968473666,34.0,141.66666666666666,797,204,20,88,0.6666666666666666,10.0,2,26,6.166666666666667,3.347417840375587,14.3,18.666666666666668,0.4852941176470588,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.7253000000000001,0,0.0,0.02843601895734597,0.05687203791469194,0.0,0.004739336492890996,0.004739336492890996,0.009478672985781991,0.018957345971563982,0.0947867298578199,0.05687203791469194,0.0,0.13270142180094788,0.03317535545023697,0.023696682464454975,0.023696682464454975,0.023696682464454975,0.0,0.023696682464454975,0.018957345971563982,0.0,0.0,0.09004739336492891,0.0,0.13744075829383887,0.004739336492890996,0.08530805687203792,0.07109004739336493,0.009478672985781991,0.04739336492890995,7.0
14,1,4.188925081433225,4.035968551390462,12.28,14.361600000000001,1286,307,33,67,0.24,9.333333333333334,1,40,4.4,2.3042168674698793,5.5,8.428571428571429,0.5570032573289903,0.48,0.12,0.4,0.866304,0,0.0,0.07530120481927711,0.06325301204819277,0.0030120481927710845,0.0,0.04216867469879518,0.015060240963855422,0.006024096385542169,0.09939759036144578,0.05421686746987952,0.0,0.0391566265060241,0.012048192771084338,0.0030120481927710845,0.03313253012048193,0.0030120481927710845,0.0,0.018072289156626505,0.0030120481927710845,0.0,0.006024096385542169,0.060240963855421686,0.009036144578313253,0.15060240963855423,0.04216867469879518,0.10542168674698796,0.060240963855421686,0.006024096385542169,0.09036144578313253,6.0
15,1,4.511363636363637,4.9544163223140565,13.538461538461538,27.786982248520708,794,176,29,61,0.3076923076923077,8.5,1,16,5.0,2.4477611940298507,8.7,10.333333333333334,0.5511363636363636,0.6923076923076923,0.0,0.3076923076923077,0.6981692307692307,0,0.035175879396984924,0.06532663316582915,0.06532663316582915,0.0,0.005025125628140704,0.0,0.0,0.010050251256281407,0.11055276381909548,0.04020100502512563,0.005025125628140704,0.05025125628140704,0.020100502512562814,0.0,0.04020100502512563,0.0,0.0,0.01507537688442211,0.01507537688442211,0.0,0.0,0.05025125628140704,0.005025125628140704,0.12562814070351758,0.04020100502512563,0.07537688442211055,0.06030150753768844,0.010050251256281407,0.135678391959799,6.0
16,1,4.854166666666667,6.15865688131315,15.085714285714285,47.049795918367366,2563,528,83,172,0.22857142857142856,5.875,1,46,4.457142857142857,2.289297658862876,10.1,12.4,0.5833333333333334,0.7714285714285715,0.11428571428571428,0.11428571428571428,0.6432599999999999,0,0.03776683087027915,0.05747126436781609,0.08045977011494253,0.006568144499178982,0.0016420361247947454,0.011494252873563218,0.011494252873563218,0.009852216748768473,0.09852216748768473,0.03284072249589491,0.0,0.03776683087027915,0.0361247947454844,0.003284072249589491,0.027914614121510674,0.014778325123152709,0.006568144499178982,0.016420361247947456,0.03776683087027915,0.0,0.003284072249589491,0.06896551724137931,0.0016420361247947454,0.16420361247947454,0.041050903119868636,0.060755336617405585,0.029556650246305417,0.006568144499178982,0.08538587848932677,12.0
17,1,4.2388059701492535,3.990732902650924,18.61111111111111,49.01543209876543,1420,335,59,94,0.16666666666666666,13.666666666666666,1,17,4.833333333333333,2.5584415584415585,8.4,11.6,0.4298507462686567,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.8401055555555555,0,0.046511627906976744,0.046511627906976744,0.07751937984496124,0.00516795865633075,0.00516795865633075,0.025839793281653745,0.007751937984496124,0.023255813953488372,0.10594315245478036,0.03617571059431524,0.0,0.082687338501292,0.05167958656330749,0.007751937984496124,0.06976744186046512,0.002583979328165375,0.002583979328165375,0.020671834625323,0.015503875968992248,0.0,0.00516795865633075,0.07235142118863049,0.002583979328165375,0.12919896640826872,0.015503875968992248,0.03359173126614987,0.046511627906976744,0.015503875968992248,0.03359173126614987,8.0
18,1,4.204359673024523,3.824722137665299,24.466666666666665,177.1822222222222,1543,367,56,111,0.4,7.833333333333333,1,20,5.266666666666667,2.6825775656324584,12.2,15.25,0.4713896457765668,0.7333333333333333,0.06666666666666667,0.2,0.6676533333333332,0,0.06190476190476191,0.03571428571428571,0.07142857142857142,0.0,0.0,0.02619047619047619,0.007142857142857143,0.03333333333333333,0.07142857142857142,0.05714285714285714,0.0,0.07857142857142857,0.02857142857142857,0.007142857142857143,0.09523809523809523,0.002380952380952381,0.004761904761904762,0.01904761904761905,0.02142857142857143,0.0,0.011904761904761904,0.06190476190476191,0.002380952380952381,0.10952380952380952,0.01904761904761905,0.05,0.05476190476190476,0.009523809523809525,0.05,8.0
19,1,4.409090909090909,7.54476584022039,9.428571428571429,11.673469387755102,291,66,5,45,0.2857142857142857,2.0,1,34,2.7142857142857144,1.5833333333333333,5.0,4.857142857142857,0.6363636363636364,0.14285714285714285,0.0,0.8571428571428571,0.9370857142857143,0,0.0,0.08333333333333333,0.027777777777777776,0.0,0.0,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.06944444444444445,0.013888888888888888,0.0,0.041666666666666664,0.0,0.0,0.013888888888888888,0.013888888888888888,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.1111111111111111,0.0,0.2638888888888889,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.0,0.027777777777777776,4.0
20,1,4.410256410256411,6.0624589086127445,14.181818181818182,28.876033057851238,688,156,18,63,0.0,0,0,14,4.909090909090909,2.8135593220338984,6.9,7.2857142857142865,0.5705128205128205,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.6982090909090909,0,0.01639344262295082,0.06557377049180328,0.07103825136612021,0.0,0.0,0.0,0.0,0.0,0.08196721311475409,0.04371584699453552,0.0,0.06557377049180328,0.04371584699453552,0.00546448087431694,0.03825136612021858,0.0,0.0,0.02185792349726776,0.03825136612021858,0.0,0.0,0.04918032786885246,0.00546448087431694,0.1092896174863388,0.02185792349726776,0.09289617486338798,0.0546448087431694,0.01639344262295082,0.1366120218579235,6.0
21,1,4.479564032697548,5.181462480232218,18.35,39.32749999999999,1644,367,56,135,0.35,6.0,1,23,5.3,2.602469135802469,10.0,13.0,0.49591280653950953,0.7,0.1,0.2,0.783625,0,0.0343980343980344,0.04914004914004914,0.06388206388206388,0.009828009828009828,0.002457002457002457,0.0171990171990172,0.02457002457002457,0.02457002457002457,0.10319410319410319,0.02702702702702703,0.002457002457002457,0.06388206388206388,0.022113022113022112,0.002457002457002457,0.085995085995086,0.002457002457002457,0.0,0.007371007371007371,0.019656019656019656,0.0,0.002457002457002457,0.0687960687960688,0.002457002457002457,0.13513513513513514,0.036855036855036855,0.05405405405405406,0.05896805896805897,0.007371007371007371,0.05896805896805897,8.0
22,1,4.625,3.3058035714285716,28.0,4.0,259,56,8,28,0.5,5.0,1,3,7.5,3.0689655172413794,14.7,17.25,0.5535714285714286,1.0,0.0,0.0,0.32000000000000006,0,0.0,0.03389830508474576,0.05084745762711865,0.0,0.0,0.06779661016949153,0.01694915254237288,0.01694915254237288,0.13559322033898305,0.05084745762711865,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.06779661016949153,0.0,0.0,0.11864406779661017,0.0,0.1864406779661017,0.03389830508474576,0.03389830508474576,0.05084745762711865,0.01694915254237288,0.1016949152542373,3.0
23,1,4.387715930902111,4.42165332429517,17.366666666666667,71.43222222222221,2286,521,89,141,0.2,11.166666666666666,1,49,5.2,2.6208695652173915,8.7,12.0,0.5009596928982726,0.4666666666666667,0.2,0.3333333333333333,0.8863166666666666,0,0.018487394957983194,0.05042016806722689,0.06890756302521009,0.020168067226890758,0.005042016806722689,0.015126050420168067,0.008403361344537815,0.01680672268907563,0.13109243697478992,0.05042016806722689,0.005042016806722689,0.0773109243697479,0.025210084033613446,0.0016806722689075631,0.03529411764705882,0.005042016806722689,0.0033613445378151263,0.018487394957983194,0.05546218487394958,0.0016806722689075631,0.0,0.07394957983193277,0.0033613445378151263,0.10252100840336134,0.030252100840336135,0.03697478991596639,0.047058823529411764,0.0067226890756302525,0.07899159663865546,10.0
24,1,4.531305903398927,5.290164842022392,14.333333333333334,50.78632478632479,2533,559,113,164,0.1794871794871795,6.428571428571429,2,50,4.333333333333333,2.383601756954612,8.5,11.333333333333334,0.5420393559928444,0.5384615384615384,0.10256410256410256,0.358974358974359,0.7362564102564102,0,0.06149341142020498,0.05856515373352855,0.060029282576866766,0.008784773060029283,0.0014641288433382138,0.013177159590043924,0.007320644216691069,0.01903367496339678,0.10395314787701318,0.02635431918008785,0.0029282576866764276,0.06442166910688141,0.03367496339677892,0.0014641288433382138,0.05124450951683748,0.008784773060029283,0.0,0.02342606149341142,0.043923865300146414,0.0014641288433382138,0.0014641288433382138,0.06149341142020498,0.0,0.11127379209370425,0.029282576866764276,0.07174231332357248,0.03806734992679356,0.005856515373352855,0.06442166910688141,11.0
25,1,4.597269624573379,5.3668184836165915,18.3125,15.83984375,1347,293,39,73,0.3125,8.0,2,10,5.375,2.5828220858895707,10.0,11.8,0.5051194539249146,0.625,0.0625,0.3125,0.67373125,0,0.03058103975535168,0.04892966360856269,0.08256880733944955,0.0,0.0,0.024464831804281346,0.012232415902140673,0.01529051987767584,0.08868501529051988,0.04281345565749235,0.0,0.04281345565749235,0.03058103975535168,0.01529051987767584,0.03363914373088685,0.0061162079510703364,0.0,0.03058103975535168,0.01834862385321101,0.0,0.0030581039755351682,0.0856269113149847,0.0030581039755351682,0.1559633027522936,0.045871559633027525,0.06422018348623854,0.04281345565749235,0.0061162079510703364,0.06422018348623854,8.0
26,1,4.375,4.684375,16.363636363636363,73.0495867768595,1575,360,63,104,0.2727272727272727,4.333333333333333,1,32,4.545454545454546,2.420047732696897,10.6,9.0,0.49722222222222223,0.6363636363636364,0.09090909090909091,0.2727272727272727,0.6989545454545455,0,0.052873563218390804,0.05057471264367816,0.059770114942528735,0.016091954022988506,0.0022988505747126436,0.020689655172413793,0.009195402298850575,0.013793103448275862,0.09195402298850575,0.05057471264367816,0.0,0.07126436781609195,0.022988505747126436,0.006896551724137931,0.029885057471264367,0.016091954022988506,0.0,0.029885057471264367,0.05517241379310345,0.004597701149425287,0.0,0.04827586206896552,0.0022988505747126436,0.11264367816091954,0.02528735632183908,0.04597701149425287,0.04827586206896552,0.0022988505747126436,0.08045977011494253,9.0
27,1,4.258333333333334,4.658263888888885,17.142857142857142,53.265306122448976,511,120,19,42,0.42857142857142855,5.0,1,14,4.857142857142857,2.1925925925925926,9.3,11.2,0.5,0.7142857142857143,0.2857142857142857,0.0,0.8601285714285714,0,0.041666666666666664,0.04861111111111111,0.0625,0.006944444444444444,0.0,0.0,0.006944444444444444,0.0,0.09027777777777778,0.041666666666666664,0.006944444444444444,0.06944444444444445,0.041666666666666664,0.006944444444444444,0.041666666666666664,0.0,0.0,0.041666666666666664,0.04861111111111111,0.0,0.006944444444444444,0.04861111111111111,0.0,0.08333333333333333,0.013888888888888888,0.06944444444444445,0.04861111111111111,0.013888888888888888,0.11805555555555555,4.0
28,1,4.552777777777778,4.952770061728395,12.857142857142858,63.83673469387754,1639,360,67,123,0.03571428571428571,2.0,1,22,3.7857142857142856,1.9511002444987775,7.7,6.875,0.5666666666666667,0.6071428571428571,0.03571428571428571,0.35714285714285715,0.7430142857142856,0,0.039119804400977995,0.06845965770171149,0.06356968215158924,0.009779951100244499,0.0024449877750611247,0.022004889975550123,0.017114914425427872,0.034229828850855744,0.12469437652811736,0.03667481662591687,0.0,0.061124694376528114,0.02444987775061125,0.0,0.05134474327628362,0.004889975550122249,0.0,0.009779951100244499,0.017114914425427872,0.0,0.0,0.0488997555012225,0.0,0.11735941320293398,0.022004889975550123,0.06845965770171149,0.05378973105134474,0.0,0.09535452322738386,9.0
29,1,4.376344086021505,5.293848999884404,16.17391304347826,70.92627599243856,1628,372,72,109,0.21739130434782608,5.4,1,27,5.130434782608695,2.5496535796766744,8.5,15.0,0.4596774193548387,0.7391304347826086,0.0,0.2608695652173913,0.623186956521739,0,0.05069124423963134,0.052995391705069124,0.052995391705069124,0.0,0.002304147465437788,0.02534562211981567,0.004608294930875576,0.020737327188940093,0.1152073732718894,0.03456221198156682,0.0,0.07373271889400922,0.01152073732718894,0.002304147465437788,0.04838709677419355,0.0,0.002304147465437788,0.02534562211981567,0.02534562211981567,0.002304147465437788,0.002304147465437788,0.059907834101382486,0.004608294930875576,0.09907834101382489,0.03686635944700461,0.07142857142857142,0.06682027649769585,0.002304147465437788,0.08525345622119816,9.0
30,1,4.416342412451362,5.153507244621419,17.133333333333333,30.248888888888885,1135,257,28,70,0.6666666666666666,8.7,2,10,5.0,2.612456747404844,9.1,10.5,0.5330739299610895,0.6,0.3333333333333333,0.06666666666666667,0.7436466666666667,0,0.020905923344947737,0.05226480836236934,0.08710801393728224,0.024390243902439025,0.003484320557491289,0.013937282229965157,0.013937282229965157,0.027874564459930314,0.07665505226480836,0.03832752613240418,0.0,0.07317073170731707,0.020905923344947737,0.010452961672473868,0.04878048780487805,0.0,0.006968641114982578,0.020905923344947737,0.013937282229965157,0.0,0.010452961672473868,0.03484320557491289,0.0,0.0975609756097561,0.059233449477351915,0.041811846689895474,0.09407665505226481,0.003484320557491289,0.0975609756097561,8.0
31,1,4.302966101694915,5.355245439528864,13.882352941176471,63.16262975778547,2031,472,79,160,0.058823529411764705,3.0,2,34,4.0,2.1024734982332154,7.7,20.0,0.5169491525423728,0.7352941176470589,0.029411764705882353,0.23529411764705882,0.5388852941176471,0,0.05136986301369863,0.05821917808219178,0.04452054794520548,0.011986301369863013,0.0017123287671232876,0.02910958904109589,0.005136986301369863,0.018835616438356163,0.0839041095890411,0.03595890410958904,0.005136986301369863,0.08561643835616438,0.017123287671232876,0.008561643835616438,0.0684931506849315,0.0136986301369863,0.0017123287671232876,0.02910958904109589,0.0410958904109589,0.0017123287671232876,0.003424657534246575,0.0547945205479452,0.005136986301369863,0.11815068493150685,0.0136986301369863,0.05821917808219178,0.05136986301369863,0.0017123287671232876,0.04965753424657534,10.0
32,1,4.430894308943089,5.2208341595610985,13.666666666666666,29.5,2180,492,70,145,0.16666666666666666,6.666666666666667,1,38,4.111111111111111,2.0681818181818183,7.7,10.666666666666666,0.5264227642276422,0.3333333333333333,0.2777777777777778,0.3888888888888889,0.9684638888888889,0,0.04377104377104377,0.06060606060606061,0.050505050505050504,0.0016835016835016834,0.003367003367003367,0.020202020202020204,0.003367003367003367,0.03198653198653199,0.07407407407407407,0.04208754208754209,0.0,0.0707070707070707,0.016835016835016835,0.010101010101010102,0.05555555555555555,0.013468013468013467,0.0016835016835016834,0.016835016835016835,0.06397306397306397,0.0016835016835016834,0.0016835016835016834,0.050505050505050504,0.003367003367003367,0.10942760942760943,0.03198653198653199,0.06060606060606061,0.06228956228956229,0.006734006734006734,0.07407407407407407,10.0
33,1,4.3532934131736525,4.994944243250028,13.916666666666666,49.40972222222222,727,167,27,71,0.5833333333333334,8.428571428571429,2,13,5.0,2.7777777777777777,6.9,6.875,0.5449101796407185,0.75,0.0,0.25,0.5414416666666666,0,0.03626943005181347,0.06217616580310881,0.046632124352331605,0.0051813471502590676,0.0,0.02072538860103627,0.010362694300518135,0.02072538860103627,0.10362694300518134,0.03626943005181347,0.0051813471502590676,0.03626943005181347,0.015544041450777202,0.0,0.031088082901554404,0.0051813471502590676,0.0051813471502590676,0.02072538860103627,0.05181347150259067,0.0,0.015544041450777202,0.07253886010362694,0.0,0.11917098445595854,0.025906735751295335,0.07772020725388601,0.046632124352331605,0.0051813471502590676,0.10880829015544041,6.0
34,1,4.041436464088398,4.5038078813223175,13.923076923076923,35.22485207100592,1463,362,49,113,0.19230769230769232,7.4,1,32,4.115384615384615,2.2235576923076925,5.9,13.75,0.5165745856353591,0.5384615384615384,0.15384615384615385,0.3076923076923077,0.7666038461538461,0,0.03588516746411483,0.06220095693779904,0.08133971291866028,0.0023923444976076554,0.0,0.004784688995215311,0.007177033492822967,0.009569377990430622,0.08133971291866028,0.03827751196172249,0.007177033492822967,0.0645933014354067,0.028708133971291867,0.007177033492822967,0.05263157894736842,0.0023923444976076554,0.0,0.03110047846889952,0.014354066985645933,0.0,0.004784688995215311,0.10047846889952153,0.0023923444976076554,0.1507177033492823,0.023923444976076555,0.045454545454545456,0.04784688995215311,0.011961722488038277,0.07655502392344497,8.0
35,1,4.37046004842615,5.148473638234387,12.515151515151516,59.15886134067952,1805,413,62,114,0.24242424242424243,4.375,1,15,4.03030303030303,2.33195020746888,6.4,8.285714285714286,0.5012106537530266,0.6363636363636364,0.09090909090909091,0.2727272727272727,0.7444999999999999,0,0.04631578947368421,0.06947368421052631,0.07368421052631578,0.00631578947368421,0.008421052631578947,0.004210526315789474,0.00631578947368421,0.004210526315789474,0.08421052631578947,0.018947368421052633,0.0,0.09473684210526316,0.02736842105263158,0.021052631578947368,0.04421052631578947,0.004210526315789474,0.002105263157894737,0.014736842105263158,0.014736842105263158,0.002105263157894737,0.004210526315789474,0.07578947368421053,0.0,0.10105263157894737,0.035789473684210524,0.06736842105263158,0.08421052631578947,0.002105263157894737,0.07368421052631578,9.0
36,1,4.387453874538745,5.244713443444405,22.583333333333332,108.07638888888887,2378,542,115,163,0.25,8.5,1,40,5.875,2.903908794788274,11.2,8.666666666666666,0.46309963099630996,0.375,0.4583333333333333,0.16666666666666666,0,0.08002916666666667,0.054602184087363496,0.0374414976599064,0.0343213728549142,0.0124804992199688,0.0046801872074883,0.029641185647425898,0.0031201248049922,0.0374414976599064,0.12480499219968799,0.0265210608424337,0.0015600624024961,0.0686427457098284,0.014040561622464899,0.0109204368174727,0.0499219968798752,0.0078003120124804995,0.0015600624024961,0.0234009360374415,0.08268330733229329,0.0062402496099844,0.0031201248049922,0.057722308892355696,0.0031201248049922,0.078003120124805,0.0218408736349454,0.0686427457098284,0.0514820592823713,0.0046801872074883,0.07020280811232449,10.0
